FirstName,LastName,Username,Email,Password,DateOfBirth,PhoneNumber,Address,City,AcademicProgram
Thu,Tran,thu.tran4583,thu.tran4583@student.sims.edu,,2003-06-21,555-2928,103 Tran Phu,Ha Noi,Information Technology
Giang,Bui,giang.bui4584,giang.bui4584@student.sims.edu,,2002-09-17,555-7962,105 Le Loi,Nha Trang,Physics
Binh,Ngo,binh.ngo4585,binh.ngo4585@student.sims.edu,,2001-09-12,555-9196,254 Tran Phu,Nha Trang,Mathematics
Mai,Pham,mai.pham4586,mai.pham4586@student.sims.edu,,2001-02-16,555-9898,635 Nguyen Hue,Nha Trang,Computer Science
Khanh,Nguyen,khanh.nguyen4587,khanh.nguyen4587@student.sims.edu,,2002-08-24,555-8293,866 Tran Phu,Nha Trang,Information Technology
Minh,Le,minh.le4588,minh.le4588@student.sims.edu,,2003-06-24,555-9096,20 Tran Phu,Ho Chi Minh,Information Technology
Hung,Vu,hung.vu4589,hung.vu4589@student.sims.edu,,2001-05-26,555-8847,115 Tran Phu,Hue,Physics
Binh,Ly,binh.ly4590,binh.ly4590@student.sims.edu,,2005-08-16,555-7760,76 Hai Ba Trung,Nha Trang,Business
Yen,Duong,yen.duong4591,yen.duong4591@student.sims.edu,,2001-02-07,555-5516,595 Hai Ba Trung,Hai Phong,Information Technology
Khanh,Ngo,khanh.ngo4592,khanh.ngo4592@student.sims.edu,,2001-05-21,555-1803,13 Hai Ba Trung,Hai Phong,Information Technology
Lan,Tran,lan.tran4593,lan.tran4593@student.sims.edu,,2002-06-25,555-1805,68 Hai Ba Trung,Da Nang,Mathematics
An,Bui,an.bui4594,an.bui4594@student.sims.edu,,2005-12-17,555-5129,681 Tran Phu,Ho Chi Minh,Physics
Thu,Do,thu.do4595,thu.do4595@student.sims.edu,,2003-08-17,555-8452,285 Le Loi,Da Nang,Physics
Chi,Ho,chi.ho4596,chi.ho4596@student.sims.edu,,2001-07-13,555-9072,390 Hai Ba Trung,Hai Phong,Business
Quyen,Tran,quyen.tran4597,quyen.tran4597@student.sims.edu,,2004-07-20,555-1728,245 Tran Phu,Ho Chi Minh,Electronics
Son,Huynh,son.huynh4598,son.huynh4598@student.sims.edu,,2002-06-15,555-1309,136 Nguyen Hue,Ho Chi Minh,Electronics
Hung,Pham,hung.pham4599,hung.pham4599@student.sims.edu,,2005-06-17,555-8662,388 Nguyen Hue,Ha Noi,Information Technology
Phong,Do,phong.do4600,phong.do4600@student.sims.edu,,2003-09-01,555-8745,760 Hai Ba Trung,Hai Phong,Electronics
Lan,Tran,lan.tran4601,lan.tran4601@student.sims.edu,,2004-12-01,555-6662,686 Nguyen Hue,Hue,Computer Science
Thao,Tran,thao.tran4602,thao.tran4602@student.sims.edu,,2004-05-13,555-7319,923 Nguyen Hue,Hue,Business
Yen,Huynh,yen.huynh4603,yen.huynh4603@student.sims.edu,,2005-10-11,555-7019,317 Tran Phu,Ho Chi Minh,Electronics
Tuan,Vo,tuan.vo4604,tuan.vo4604@student.sims.edu,,2001-05-11,555-9487,196 Le Loi,Da Nang,Computer Science
Dung,Le,dung.le4605,dung.le4605@student.sims.edu,,2001-09-18,555-6909,330 Nguyen Hue,Nha Trang,Electronics
Hung,Tran,hung.tran4606,hung.tran4606@student.sims.edu,,2005-07-17,555-9568,769 Nguyen Hue,Ho Chi Minh,Physics
Linh,Le,linh.le4607,linh.le4607@student.sims.edu,,2004-04-01,555-2892,860 Tran Phu,Ha Noi,Physics
Giang,Ly,giang.ly4608,giang.ly4608@student.sims.edu,,2003-04-11,555-5489,969 Nguyen Hue,Da Nang,Physics
Son,Vo,son.vo4609,son.vo4609@student.sims.edu,,2001-07-28,555-2167,581 Le Loi,Hue,Physics
Yen,Dang,yen.dang4610,yen.dang4610@student.sims.edu,,2004-08-27,555-7674,264 Le Loi,Can Tho,Computer Science
Hoa,Ly,hoa.ly4611,hoa.ly4611@student.sims.edu,,2002-04-11,555-7024,741 Hai Ba Trung,Hue,Information Technology
Vy,Tran,vy.tran4612,vy.tran4612@student.sims.edu,,2003-08-24,555-2346,328 Tran Phu,Ha Noi,Business
Giang,Nguyen,giang.nguyen4613,giang.nguyen4613@student.sims.edu,,2001-09-02,555-5902,721 Le Loi,Ha Noi,Electronics
Phong,Bui,phong.bui4614,phong.bui4614@student.sims.edu,,2001-12-25,555-8336,524 Nguyen Hue,Ho Chi Minh,Information Technology
Vy,Nguyen,vy.nguyen4615,vy.nguyen4615@student.sims.edu,,2003-01-28,555-8564,918 Hai Ba Trung,Ha Noi,Physics
Nga,Bui,nga.bui4616,nga.bui4616@student.sims.edu,,2004-01-26,555-7369,19 Nguyen Hue,Can Tho,Physics
Binh,Hoang,binh.hoang4617,binh.hoang4617@student.sims.edu,,2004-12-10,555-6649,879 Hai Ba Trung,Ha Noi,Physics
Ha,Duong,ha.duong4618,ha.duong4618@student.sims.edu,,2005-10-14,555-7107,358 Nguyen Hue,Hai Phong,Information Technology
Son,Ngo,son.ngo4619,son.ngo4619@student.sims.edu,,2003-08-02,555-9891,389 Le Loi,Can Tho,Information Technology
Chi,Huynh,chi.huynh4620,chi.huynh4620@student.sims.edu,,2005-08-01,555-1441,913 Nguyen Hue,Da Nang,Mathematics
Binh,Do,binh.do4621,binh.do4621@student.sims.edu,,2001-12-12,555-3365,577 Nguyen Hue,Hai Phong,Physics
Son,Nguyen,son.nguyen4622,son.nguyen4622@student.sims.edu,,2004-10-12,555-6717,562 Hai Ba Trung,Ho Chi Minh,Computer Science
Nga,Pham,nga.pham4623,nga.pham4623@student.sims.edu,,2004-11-03,555-4745,388 Tran Phu,Ho Chi Minh,Computer Science
Linh,Le,linh.le4624,linh.le4624@student.sims.edu,,2004-06-25,555-6816,825 Tran Phu,Ho Chi Minh,Business
Tuan,Vo,tuan.vo4625,tuan.vo4625@student.sims.edu,,2004-01-08,555-6452,390 Tran Phu,Hai Phong,Mathematics
Linh,Huynh,linh.huynh4626,linh.huynh4626@student.sims.edu,,2002-06-16,555-1284,197 Hai Ba Trung,Nha Trang,Physics
Phong,Do,phong.do4627,phong.do4627@student.sims.edu,,2004-03-02,555-5543,101 Nguyen Hue,Nha Trang,Mathematics
Thu,Nguyen,thu.nguyen4628,thu.nguyen4628@student.sims.edu,,2001-03-13,555-8750,922 Nguyen Hue,Ho Chi Minh,Physics
Bao,Vo,bao.vo4629,bao.vo4629@student.sims.edu,,2002-04-23,555-3144,162 Tran Phu,Ho Chi Minh,Computer Science
Son,Hoang,son.hoang4630,son.hoang4630@student.sims.edu,,2001-05-03,555-3821,397 Nguyen Hue,Hai Phong,Business
Yen,Nguyen,yen.nguyen4631,yen.nguyen4631@student.sims.edu,,2001-03-10,555-9905,776 Le Loi,Hue,Computer Science
Son,Pham,son.pham4632,son.pham4632@student.sims.edu,,2005-04-13,555-1492,876 Hai Ba Trung,Can Tho,Business
Minh,Pham,minh.pham4633,minh.pham4633@student.sims.edu,,2003-12-06,555-8487,386 Le Loi,Ho Chi Minh,Computer Science
Ha,Ly,ha.ly4634,ha.ly4634@student.sims.edu,,2005-06-23,555-6825,499 Hai Ba Trung,Hue,Computer Science
Trang,Hoang,trang.hoang4635,trang.hoang4635@student.sims.edu,,2002-01-27,555-5022,875 Tran Phu,Ho Chi Minh,Business
Bao,Vu,bao.vu4636,bao.vu4636@student.sims.edu,,2002-06-24,555-3586,380 Tran Phu,Can Tho,Physics
Khanh,Do,khanh.do4637,khanh.do4637@student.sims.edu,,2005-07-03,555-6525,496 Nguyen Hue,Hue,Information Technology
Linh,Do,linh.do4638,linh.do4638@student.sims.edu,,2001-03-03,555-3004,324 Hai Ba Trung,Hue,Business
Hai,Do,hai.do4639,hai.do4639@student.sims.edu,,2003-04-19,555-9386,834 Hai Ba Trung,Da Nang,Computer Science
Tam,Tran,tam.tran4640,tam.tran4640@student.sims.edu,,2001-06-09,555-6177,24 Hai Ba Trung,Ha Noi,Business
Trang,Dang,trang.dang4641,trang.dang4641@student.sims.edu,,2003-03-22,555-8512,720 Le Loi,Hai Phong,Physics
Quyen,Ly,quyen.ly4642,quyen.ly4642@student.sims.edu,,2004-12-08,555-8611,754 Hai Ba Trung,Nha Trang,Computer Science
Yen,Tran,yen.tran4643,yen.tran4643@student.sims.edu,,2003-11-05,555-5839,737 Hai Ba Trung,Can Tho,Electronics
Trang,Vu,trang.vu4644,trang.vu4644@student.sims.edu,,2001-06-02,555-8368,266 Nguyen Hue,Hue,Computer Science
Mai,Dang,mai.dang4645,mai.dang4645@student.sims.edu,,2005-04-27,555-6403,603 Le Loi,Ha Noi,Computer Science
Thao,Huynh,thao.huynh4646,thao.huynh4646@student.sims.edu,,2001-09-05,555-5673,402 Nguyen Hue,Hai Phong,Computer Science
Hung,Duong,hung.duong4647,hung.duong4647@student.sims.edu,,2003-06-19,555-8546,591 Le Loi,Ho Chi Minh,Business
Ha,Dang,ha.dang4648,ha.dang4648@student.sims.edu,,2001-09-27,555-2064,931 Tran Phu,Hue,Computer Science
Khanh,Vu,khanh.vu4649,khanh.vu4649@student.sims.edu,,2002-02-25,555-8783,819 Le Loi,Ho Chi Minh,Mathematics
Lan,Vo,lan.vo4650,lan.vo4650@student.sims.edu,,2002-03-21,555-1080,108 Nguyen Hue,Hue,Electronics
Minh,Duong,minh.duong4651,minh.duong4651@student.sims.edu,,2001-12-17,555-3083,412 Tran Phu,Can Tho,Business
Tuan,Nguyen,tuan.nguyen4652,tuan.nguyen4652@student.sims.edu,,2002-01-08,555-2748,880 Hai Ba Trung,Ho Chi Minh,Physics
Quyen,Tran,quyen.tran4653,quyen.tran4653@student.sims.edu,,2002-12-01,555-5671,17 Le Loi,Hue,Mathematics
Quyen,Tran,quyen.tran4654,quyen.tran4654@student.sims.edu,,2003-01-22,555-7873,926 Nguyen Hue,Ho Chi Minh,Mathematics
Lan,Ngo,lan.ngo4655,lan.ngo4655@student.sims.edu,,2004-02-05,555-4181,783 Nguyen Hue,Hue,Business
Binh,Dang,binh.dang4656,binh.dang4656@student.sims.edu,,2002-11-15,555-7137,413 Nguyen Hue,Da Nang,Mathematics
Vy,Huynh,vy.huynh4657,vy.huynh4657@student.sims.edu,,2004-08-03,555-7481,873 Le Loi,Hai Phong,Computer Science
Giang,Do,giang.do4658,giang.do4658@student.sims.edu,,2003-08-26,555-9721,405 Le Loi,Hai Phong,Electronics
Duc,Pham,duc.pham4659,duc.pham4659@student.sims.edu,,2002-10-24,555-8070,236 Nguyen Hue,Can Tho,Mathematics
Thu,Ngo,thu.ngo4660,thu.ngo4660@student.sims.edu,,2001-10-16,555-4301,981 Nguyen Hue,Ha Noi,Computer Science
Nga,Vu,nga.vu4661,nga.vu4661@student.sims.edu,,2002-06-20,555-4958,602 Le Loi,Ho Chi Minh,Electronics
Tam,Tran,tam.tran4662,tam.tran4662@student.sims.edu,,2003-12-28,555-1975,433 Hai Ba Trung,Can Tho,Electronics
Mai,Bui,mai.bui4663,mai.bui4663@student.sims.edu,,2004-09-26,555-2457,481 Le Loi,Ho Chi Minh,Mathematics
Duc,Bui,duc.bui4664,duc.bui4664@student.sims.edu,,2003-12-26,555-7239,10 Tran Phu,Hai Phong,Computer Science
Bao,Hoang,bao.hoang4665,bao.hoang4665@student.sims.edu,,2003-01-07,555-9668,693 Le Loi,Nha Trang,Physics
Nam,Huynh,nam.huynh4666,nam.huynh4666@student.sims.edu,,2001-04-21,555-2839,348 Nguyen Hue,Ha Noi,Physics
Nam,Dang,nam.dang4667,nam.dang4667@student.sims.edu,,2001-12-07,555-2437,279 Le Loi,Ha Noi,Electronics
Thao,Vu,thao.vu4668,thao.vu4668@student.sims.edu,,2004-03-02,555-6802,795 Tran Phu,Da Nang,Mathematics
Quang,Ngo,quang.ngo4669,quang.ngo4669@student.sims.edu,,2003-07-27,555-7860,838 Nguyen Hue,Hai Phong,Electronics
Nam,Vo,nam.vo4670,nam.vo4670@student.sims.edu,,2005-11-14,555-8668,705 Le Loi,Ha Noi,Information Technology
Nam,Ho,nam.ho4671,nam.ho4671@student.sims.edu,,2005-07-23,555-5971,289 Le Loi,Hue,Mathematics
Quang,Dang,quang.dang4672,quang.dang4672@student.sims.edu,,2005-01-27,555-6636,215 Hai Ba Trung,Da Nang,Business
Lan,Vo,lan.vo4673,lan.vo4673@student.sims.edu,,2002-09-19,555-4511,182 Le Loi,Hai Phong,Business
Phong,Le,phong.le4674,phong.le4674@student.sims.edu,,2005-12-06,555-7267,67 Le Loi,Hai Phong,Electronics
Hung,Le,hung.le4675,hung.le4675@student.sims.edu,,2005-03-15,555-4806,333 Nguyen Hue,Ha Noi,Information Technology
Binh,Hoang,binh.hoang4676,binh.hoang4676@student.sims.edu,,2003-03-03,555-8908,615 Le Loi,Hue,Information Technology
Quyen,Hoang,quyen.hoang4677,quyen.hoang4677@student.sims.edu,,2005-06-01,555-2124,418 Nguyen Hue,Hai Phong,Electronics
Tuan,Vu,tuan.vu4678,tuan.vu4678@student.sims.edu,,2004-05-23,555-4485,312 Nguyen Hue,Hue,Business
Hung,Bui,hung.bui4679,hung.bui4679@student.sims.edu,,2001-01-19,555-4369,198 Tran Phu,Can Tho,Information Technology
Tam,Bui,tam.bui4680,tam.bui4680@student.sims.edu,,2002-04-07,555-8296,86 Nguyen Hue,Hai Phong,Mathematics
Vy,Ho,vy.ho4681,vy.ho4681@student.sims.edu,,2005-11-16,555-7411,6 Tran Phu,Can Tho,Electronics
Yen,Nguyen,yen.nguyen4682,yen.nguyen4682@student.sims.edu,,2001-06-19,555-6587,447 Tran Phu,Can Tho,Information Technology
Thao,Tran,thao.tran4683,thao.tran4683@student.sims.edu,,2001-11-22,555-9919,760 Hai Ba Trung,Ha Noi,Electronics
Hoa,Do,hoa.do4684,hoa.do4684@student.sims.edu,,2005-09-26,555-7506,195 Tran Phu,Nha Trang,Electronics
Lan,Le,lan.le4685,lan.le4685@student.sims.edu,,2002-02-25,555-5408,184 Hai Ba Trung,Hai Phong,Business
Thu,Tran,thu.tran4686,thu.tran4686@student.sims.edu,,2005-10-09,555-6101,600 Nguyen Hue,Hue,Physics
Minh,Bui,minh.bui4687,minh.bui4687@student.sims.edu,,2005-08-26,555-1892,278 Le Loi,Hue,Information Technology
Vy,Bui,vy.bui4688,vy.bui4688@student.sims.edu,,2005-07-07,555-8879,579 Tran Phu,Nha Trang,Mathematics
Binh,Nguyen,binh.nguyen4689,binh.nguyen4689@student.sims.edu,,2004-08-06,555-5849,788 Nguyen Hue,Can Tho,Electronics
Ngoc,Le,ngoc.le4690,ngoc.le4690@student.sims.edu,,2004-02-26,555-7481,844 Tran Phu,Ha Noi,Computer Science
An,Dang,an.dang4691,an.dang4691@student.sims.edu,,2001-05-23,555-2522,503 Tran Phu,Nha Trang,Electronics
Chi,Duong,chi.duong4692,chi.duong4692@student.sims.edu,,2002-01-13,555-8745,990 Hai Ba Trung,Ha Noi,Mathematics
Nam,Huynh,nam.huynh4693,nam.huynh4693@student.sims.edu,,2002-12-13,555-4200,39 Tran Phu,Hue,Electronics
Bao,Ngo,bao.ngo4694,bao.ngo4694@student.sims.edu,,2003-09-05,555-8516,614 Nguyen Hue,Ho Chi Minh,Business
Giang,Vo,giang.vo4695,giang.vo4695@student.sims.edu,,2003-01-10,555-2781,19 Hai Ba Trung,Can Tho,Business
Phong,Tran,phong.tran4696,phong.tran4696@student.sims.edu,,2004-01-05,555-7285,649 Tran Phu,Hue,Computer Science
Mai,Nguyen,mai.nguyen4697,mai.nguyen4697@student.sims.edu,,2002-01-08,555-3737,292 Le Loi,Ha Noi,Information Technology
Hoa,Do,hoa.do4698,hoa.do4698@student.sims.edu,,2002-01-23,555-3580,641 Le Loi,Hue,Information Technology
Lan,Huynh,lan.huynh4699,lan.huynh4699@student.sims.edu,,2001-09-07,555-8094,514 Tran Phu,Da Nang,Information Technology
Thu,Do,thu.do4700,thu.do4700@student.sims.edu,,2003-10-19,555-4749,382 Tran Phu,Can Tho,Business
An,Ho,an.ho4701,an.ho4701@student.sims.edu,,2003-02-26,555-2649,992 Nguyen Hue,Ho Chi Minh,Information Technology
Thao,Huynh,thao.huynh4702,thao.huynh4702@student.sims.edu,,2001-05-08,555-3114,176 Hai Ba Trung,Ha Noi,Information Technology
Minh,Ho,minh.ho4703,minh.ho4703@student.sims.edu,,2004-07-13,555-4762,429 Hai Ba Trung,Can Tho,Mathematics
Trang,Huynh,trang.huynh4704,trang.huynh4704@student.sims.edu,,2005-08-05,555-9156,792 Hai Ba Trung,Ha Noi,Computer Science
An,Vu,an.vu4705,an.vu4705@student.sims.edu,,2003-02-15,555-9234,812 Hai Ba Trung,Hue,Information Technology
Minh,Huynh,minh.huynh4706,minh.huynh4706@student.sims.edu,,2002-09-08,555-8345,495 Hai Ba Trung,Nha Trang,Computer Science
Thu,Huynh,thu.huynh4707,thu.huynh4707@student.sims.edu,,2003-10-01,555-2921,920 Le Loi,Ho Chi Minh,Computer Science
Thao,Le,thao.le4708,thao.le4708@student.sims.edu,,2004-08-15,555-1644,609 Nguyen Hue,Can Tho,Physics
Linh,Ly,linh.ly4709,linh.ly4709@student.sims.edu,,2001-02-01,555-6993,623 Nguyen Hue,Ha Noi,Electronics
Yen,Ly,yen.ly4710,yen.ly4710@student.sims.edu,,2005-05-26,555-5104,160 Le Loi,Can Tho,Computer Science
Dung,Ho,dung.ho4711,dung.ho4711@student.sims.edu,,2002-03-04,555-4965,87 Hai Ba Trung,Hue,Business
Giang,Ho,giang.ho4712,giang.ho4712@student.sims.edu,,2005-08-12,555-5335,227 Le Loi,Hue,Physics
Giang,Hoang,giang.hoang4713,giang.hoang4713@student.sims.edu,,2005-05-22,555-5119,735 Hai Ba Trung,Ho Chi Minh,Electronics
Son,Hoang,son.hoang4714,son.hoang4714@student.sims.edu,,2004-02-27,555-4405,490 Hai Ba Trung,Da Nang,Electronics
Quyen,Ly,quyen.ly4715,quyen.ly4715@student.sims.edu,,2005-08-05,555-2691,312 Hai Ba Trung,Da Nang,Business
Lan,Dang,lan.dang4716,lan.dang4716@student.sims.edu,,2005-09-12,555-4194,275 Nguyen Hue,Can Tho,Physics
Ha,Tran,ha.tran4717,ha.tran4717@student.sims.edu,,2001-04-26,555-9428,987 Hai Ba Trung,Da Nang,Physics
Bao,Do,bao.do4718,bao.do4718@student.sims.edu,,2005-08-09,555-4310,650 Hai Ba Trung,Nha Trang,Electronics
Lan,Le,lan.le4719,lan.le4719@student.sims.edu,,2004-04-13,555-1751,815 Nguyen Hue,Can Tho,Mathematics
Vy,Duong,vy.duong4720,vy.duong4720@student.sims.edu,,2004-02-21,555-3355,119 Le Loi,Can Tho,Electronics
Khanh,Do,khanh.do4721,khanh.do4721@student.sims.edu,,2002-12-15,555-1797,839 Tran Phu,Can Tho,Electronics
Ngoc,Tran,ngoc.tran4722,ngoc.tran4722@student.sims.edu,,2005-08-20,555-7468,808 Tran Phu,Ha Noi,Business
Tam,Dang,tam.dang4723,tam.dang4723@student.sims.edu,,2004-06-22,555-1951,985 Hai Ba Trung,Nha Trang,Electronics
Khanh,Le,khanh.le4724,khanh.le4724@student.sims.edu,,2005-03-26,555-7906,982 Hai Ba Trung,Nha Trang,Electronics
Giang,Dang,giang.dang4725,giang.dang4725@student.sims.edu,,2003-10-04,555-7129,534 Hai Ba Trung,Da Nang,Electronics
Phong,Hoang,phong.hoang4726,phong.hoang4726@student.sims.edu,,2004-04-02,555-9340,170 Le Loi,Hai Phong,Information Technology
Quyen,Le,quyen.le4727,quyen.le4727@student.sims.edu,,2004-09-12,555-4987,859 Hai Ba Trung,Can Tho,Computer Science
Giang,Bui,giang.bui4728,giang.bui4728@student.sims.edu,,2003-04-02,555-1776,279 Nguyen Hue,Hai Phong,Mathematics
Giang,Pham,giang.pham4729,giang.pham4729@student.sims.edu,,2003-01-20,555-6191,572 Hai Ba Trung,Ha Noi,Business
Dung,Ngo,dung.ngo4730,dung.ngo4730@student.sims.edu,,2004-07-11,555-4561,122 Hai Ba Trung,Hue,Electronics
Lan,Dang,lan.dang4731,lan.dang4731@student.sims.edu,,2003-02-11,555-3987,160 Nguyen Hue,Ho Chi Minh,Business
Trang,Hoang,trang.hoang4732,trang.hoang4732@student.sims.edu,,2001-08-08,555-3847,459 Le Loi,Ha Noi,Electronics
Hai,Ngo,hai.ngo4733,hai.ngo4733@student.sims.edu,,2004-11-21,555-3782,684 Tran Phu,Da Nang,Physics
Giang,Duong,giang.duong4734,giang.duong4734@student.sims.edu,,2003-10-20,555-4622,795 Le Loi,Ha Noi,Business
Tuan,Do,tuan.do4735,tuan.do4735@student.sims.edu,,2003-12-03,555-5591,383 Nguyen Hue,Ha Noi,Information Technology
Binh,Pham,binh.pham4736,binh.pham4736@student.sims.edu,,2003-11-15,555-3851,220 Tran Phu,Ha Noi,Electronics
An,Ngo,an.ngo4737,an.ngo4737@student.sims.edu,,2002-07-06,555-8895,625 Tran Phu,Hue,Business
Linh,Vu,linh.vu4738,linh.vu4738@student.sims.edu,,2003-02-08,555-7946,9 Le Loi,Hai Phong,Information Technology
Vy,Le,vy.le4739,vy.le4739@student.sims.edu,,2002-09-05,555-2665,911 Nguyen Hue,Ha Noi,Physics
Mai,Tran,mai.tran4740,mai.tran4740@student.sims.edu,,2005-01-03,555-7442,381 Hai Ba Trung,Nha Trang,Business
Thao,Hoang,thao.hoang4741,thao.hoang4741@student.sims.edu,,2005-10-05,555-9301,793 Tran Phu,Ha Noi,Mathematics
Thu,Ly,thu.ly4742,thu.ly4742@student.sims.edu,,2002-06-10,555-6770,701 Nguyen Hue,Ho Chi Minh,Mathematics
Minh,Le,minh.le4743,minh.le4743@student.sims.edu,,2001-06-25,555-7545,638 Hai Ba Trung,Hue,Electronics
Nga,Do,nga.do4744,nga.do4744@student.sims.edu,,2003-04-24,555-3783,49 Le Loi,Ha Noi,Mathematics
Giang,Tran,giang.tran4745,giang.tran4745@student.sims.edu,,2003-09-24,555-6379,959 Le Loi,Nha Trang,Information Technology
Linh,Bui,linh.bui4746,linh.bui4746@student.sims.edu,,2002-09-02,555-9777,582 Nguyen Hue,Ha Noi,Mathematics
Tam,Vu,tam.vu4747,tam.vu4747@student.sims.edu,,2003-09-24,555-3444,642 Hai Ba Trung,Can Tho,Computer Science
Hoa,Dang,hoa.dang4748,hoa.dang4748@student.sims.edu,,2004-12-04,555-7091,92 Le Loi,Hai Phong,Information Technology
Hoa,Ngo,hoa.ngo4749,hoa.ngo4749@student.sims.edu,,2002-01-09,555-7352,118 Le Loi,Hai Phong,Information Technology
Phong,Vu,phong.vu4750,phong.vu4750@student.sims.edu,,2003-10-12,555-4426,513 Hai Ba Trung,Can Tho,Business
Quang,Vu,quang.vu4751,quang.vu4751@student.sims.edu,,2005-06-13,555-8581,606 Le Loi,Ha Noi,Computer Science
Nam,Do,nam.do4752,nam.do4752@student.sims.edu,,2003-07-11,555-3129,759 Nguyen Hue,Nha Trang,Mathematics
Linh,Nguyen,linh.nguyen4753,linh.nguyen4753@student.sims.edu,,2001-11-01,555-1773,610 Le Loi,Hue,Information Technology
Quang,Vu,quang.vu4754,quang.vu4754@student.sims.edu,,2003-02-04,555-9216,703 Le Loi,Hai Phong,Electronics
Hai,Nguyen,hai.nguyen4755,hai.nguyen4755@student.sims.edu,,2005-04-02,555-5241,717 Nguyen Hue,Da Nang,Computer Science
Phong,Vu,phong.vu4756,phong.vu4756@student.sims.edu,,2004-10-28,555-2145,37 Tran Phu,Ho Chi Minh,Electronics
Binh,Pham,binh.pham4757,binh.pham4757@student.sims.edu,,2001-09-10,555-8758,254 Tran Phu,Ha Noi,Mathematics
Son,Nguyen,son.nguyen4758,son.nguyen4758@student.sims.edu,,2003-12-01,555-4425,603 Le Loi,Ha Noi,Business
Thu,Pham,thu.pham4759,thu.pham4759@student.sims.edu,,2004-03-11,555-7929,295 Nguyen Hue,Da Nang,Information Technology
Hai,Tran,hai.tran4760,hai.tran4760@student.sims.edu,,2004-06-06,555-6843,893 Nguyen Hue,Da Nang,Information Technology
Son,Bui,son.bui4761,son.bui4761@student.sims.edu,,2001-07-27,555-5545,657 Tran Phu,Can Tho,Computer Science
Quang,Pham,quang.pham4762,quang.pham4762@student.sims.edu,,2001-02-19,555-8794,869 Nguyen Hue,Hai Phong,Business
Dung,Do,dung.do4763,dung.do4763@student.sims.edu,,2004-05-01,555-2851,125 Hai Ba Trung,Hai Phong,Electronics
Thu,Hoang,thu.hoang4764,thu.hoang4764@student.sims.edu,,2005-04-18,555-3163,917 Le Loi,Hue,Information Technology
Son,Le,son.le4765,son.le4765@student.sims.edu,,2003-08-16,555-6615,556 Le Loi,Hai Phong,Physics
Binh,Vo,binh.vo4766,binh.vo4766@student.sims.edu,,2001-05-05,555-3451,143 Nguyen Hue,Nha Trang,Electronics
Hai,Ly,hai.ly4767,hai.ly4767@student.sims.edu,,2001-05-28,555-1039,389 Le Loi,Nha Trang,Electronics
Hoa,Ly,hoa.ly4768,hoa.ly4768@student.sims.edu,,2004-03-23,555-1634,366 Nguyen Hue,Hue,Electronics
Ha,Tran,ha.tran4769,ha.tran4769@student.sims.edu,,2005-11-04,555-9976,998 Nguyen Hue,Ho Chi Minh,Computer Science
Tuan,Do,tuan.do4770,tuan.do4770@student.sims.edu,,2005-12-14,555-9354,652 Le Loi,Da Nang,Electronics
Vy,Hoang,vy.hoang4771,vy.hoang4771@student.sims.edu,,2002-07-05,555-6255,771 Hai Ba Trung,Nha Trang,Information Technology
Vy,Duong,vy.duong4772,vy.duong4772@student.sims.edu,,2002-10-07,555-6539,213 Hai Ba Trung,Can Tho,Mathematics
Nga,Duong,nga.duong4773,nga.duong4773@student.sims.edu,,2005-10-14,555-9277,558 Hai Ba Trung,Hue,Electronics
Hung,Bui,hung.bui4774,hung.bui4774@student.sims.edu,,2003-11-27,555-8422,602 Nguyen Hue,Hai Phong,Physics
Son,Bui,son.bui4775,son.bui4775@student.sims.edu,,2003-11-20,555-7580,958 Le Loi,Nha Trang,Computer Science
Tuan,Ly,tuan.ly4776,tuan.ly4776@student.sims.edu,,2003-11-13,555-6240,8 Nguyen Hue,Can Tho,Electronics
Hoa,Vo,hoa.vo4777,hoa.vo4777@student.sims.edu,,2005-01-24,555-7788,430 Tran Phu,Da Nang,Information Technology
Mai,Nguyen,mai.nguyen4778,mai.nguyen4778@student.sims.edu,,2002-06-12,555-1822,654 Tran Phu,Hue,Business
Thao,Le,thao.le4779,thao.le4779@student.sims.edu,,2003-04-08,555-9576,822 Nguyen Hue,Ha Noi,Computer Science
Binh,Pham,binh.pham4780,binh.pham4780@student.sims.edu,,2004-12-01,555-1612,916 Le Loi,Ha Noi,Electronics
Phong,Vu,phong.vu4781,phong.vu4781@student.sims.edu,,2004-07-06,555-5567,930 Tran Phu,Da Nang,Mathematics
An,Tran,an.tran4782,an.tran4782@student.sims.edu,,2002-05-28,555-6874,801 Hai Ba Trung,Ha Noi,Mathematics
Tam,Dang,tam.dang4783,tam.dang4783@student.sims.edu,,2004-02-27,555-9473,749 Le Loi,Ha Noi,Physics
Hai,Huynh,hai.huynh4784,hai.huynh4784@student.sims.edu,,2001-08-26,555-3429,713 Tran Phu,Ho Chi Minh,Business
Vy,Do,vy.do4785,vy.do4785@student.sims.edu,,2003-10-24,555-9622,903 Nguyen Hue,Ha Noi,Business
Khanh,Nguyen,khanh.nguyen4786,khanh.nguyen4786@student.sims.edu,,2004-04-09,555-8886,588 Hai Ba Trung,Hue,Physics
Ngoc,Ly,ngoc.ly4787,ngoc.ly4787@student.sims.edu,,2004-08-05,555-4514,91 Le Loi,Ha Noi,Mathematics
Hoa,Vu,hoa.vu4788,hoa.vu4788@student.sims.edu,,2005-07-26,555-7594,623 Le Loi,Ho Chi Minh,Mathematics
